Gene ID	Gene Symbol	Gene Biotype	Gene Description	Gene Chromosome	Gene Start	Gene Stop	Gene Strand	Scr_1	Scr_2	Scr_3	ASO_1	ASO_2	ASO_3
ENSG00000198929	NOS1AP	protein_coding	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	chr1	162069691	162370475	+	106	83	87	134	117	168
ENSG00000262402	MCUR1P1	processed_pseudogene		chr17	2127430	2127904	-	37	79	24	63	47	19
ENSG00000230986	DDX3P2	processed_pseudogene		chrX	74133004	74133114	-	17	27	6	19	21	4
ENSG00000106823	ECM2	protein_coding	Extracellular matrix protein 2	chr9	92493554	92536655	-	12	19	4	15	16	4
ENSG00000100285	NEFH	protein_coding	Neurofilament heavy polypeptide	chr22	29480218	29491390	+	29	24	36	11	25	7
ENSG00000263460	BOD1P1	transcribed_processed_pseudogene		chr18	3415145	3415580	+	0	1	2	1	1	0
ENSG00000166147	FBN1	protein_coding	Fibrillin-1	chr15	48408313	48645721	-	1115	1587	1452	2452	2543	3129
ENSG00000125245	GPR18	protein_coding	N-arachidonyl glycine receptor	chr13	99254732	99261744	-	2	1	0	3	2	1
ENSG00000286847	ENSG00000286847	lncRNA		chr7	30129507	30134714	-	3	2	0	0	1	0
ENSG00000242779	ZNF702P	transcribed_processed_pseudogene	Putative zinc finger protein 702	chr19	52966896	53037898	-	60	70	53	55	74	46
ENSG00000233846	SELENOTP1	processed_pseudogene		chr9	6278667	6279153	+	0	0	4	3	2	4
ENSG00000149809	TM7SF2	protein_coding	Delta(14)-sterol reductase TM7SF2	chr11	65111845	65116384	+	92	86	112	103	83	154
ENSG00000152611	CAPSL	protein_coding	Calcyphosin-like protein	chr5	35904288	35938779	-	12	31	6	11	12	0
ENSG00000242638	RN7SL294P	misc_RNA		chr3	75182754	75183048	-	0	0	1	0	0	3
ENSG00000274227	ENSG00000274227	lncRNA		chr12	112018804	112019430	-	2	1	5	0	0	1
ENSG00000290960	ENSG00000290960	lncRNA		chr11	3380918	3408981	+	81	59	72	38	31	59
ENSG00000125356	NDUFA1	protein_coding	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	chrX	119871832	119876662	+	99	97	102	94	85	93
ENSG00000256940	PPP1R14B-AS1	lncRNA		chr11	64245838	64248221	+	21	28	30	20	19	13
ENSG00000196126	HLA-DRB1	protein_coding	HLA class II histocompatibility antigen	chr6	32577902	32589848	-	523	494	661	489	484	602
ENSG00000110717	NDUFS8	protein_coding	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8	chr11	68030617	68036644	+	131	90	173	168	126	249
ENSG00000080493	SLC4A4	protein_coding	Electrogenic sodium bicarbonate cotransporter 1	chr4	71062667	71572087	+	528	554	547	424	471	386
ENSG00000260807	CEROX1	lncRNA		chr16	975761	981596	-	17	6	23	7	12	23
ENSG00000279527	ENSG00000279527	TEC		chr12	124529722	124530228	-	4	11	8	9	6	11
ENSG00000249236	ENSG00000249236	lncRNA		chr5	55978248	56111329	+	3	2	2	1	0	0
ENSG00000100147	CCDC134	protein_coding	Coiled-coil domain-containing protein 134	chr22	41800679	41832164	+	292	214	371	191	222	396
ENSG00000289196	ENSG00000289196	lncRNA		chr5	39074495	39075569	+	3	1	2	7	3	11
ENSG00000242560	RN7SL797P	misc_RNA		chr6	96282567	96282863	+	0	0	0	0	0	3
ENSG00000159167	STC1	protein_coding	Stanniocalcin-1	chr8	23841929	23854806	-	608	1214	802	1525	1559	1920
ENSG00000273113	ENSG00000273113	lncRNA		chr2	241581922	241582726	+	2	3	2	2	1	3
ENSG00000166432	ZMAT1	protein_coding	Zinc finger matrin-type protein 1	chrX	101882288	101932031	-	54	98	25	63	109	31
ENSG00000198015	MRPL42	protein_coding	Large ribosomal subunit protein mL42	chr12	93467514	93516214	+	185	363	162	268	338	105
ENSG00000266256	LINC00683	lncRNA		chr18	76528652	76670111	+	31	28	18	21	17	11
ENSG00000252202	Y_RNA	misc_RNA		chr5	179847035	179847130	-	1	2	1	4	5	0
ENSG00000078399	HOXA9	protein_coding	Homeobox protein Hox-A9	chr7	27162438	27175180	-	1	1	1	8	6	1
ENSG00000241990	PRR34-AS1	lncRNA		chr22	46053705	46057210	+	20	26	17	32	32	12
ENSG00000171130	ATP6V0E2	protein_coding	V-type proton ATPase subunit e 2	chr7	149872968	149891204	+	84	59	94	69	36	106
ENSG00000200345	RNU6-485P	snRNA		chr12	7118785	7118891	+	17	23	13	20	22	11
ENSG00000229534	HNRNPA1P53	processed_pseudogene		chr11	5571247	5572192	-	2	9	6	7	7	1
ENSG00000171612	SLC25A33	protein_coding	Solute carrier family 25 member 33	chr1	9539465	9585173	+	66	31	55	37	31	51
ENSG00000115841	RMDN2	protein_coding	Regulator of microtubule dynamics protein 2	chr2	37923187	38067142	+	25	46	16	53	58	13
ENSG00000138336	TET1	protein_coding	Methylcytosine dioxygenase TET1	chr10	68560337	68694487	+	45	65	23	64	69	12
ENSG00000279953	ENSG00000279953	TEC		chr12	123649068	123650485	+	3	6	5	3	3	1
ENSG00000091262	ABCC6	protein_coding	ATP-binding cassette sub-family C member 6	chr16	16149565	16223522	-	82	81	72	156	125	186
ENSG00000173867	ENSG00000173867	protein_coding		chr15	88459501	88546585	-	2	3	0	2	0	0
ENSG00000143952	VPS54	protein_coding	Vacuolar protein sorting-associated protein 54	chr2	63892146	64019428	-	344	461	310	447	535	259
ENSG00000013810	TACC3	protein_coding	Transforming acidic coiled-coil-containing protein 3	chr4	1712858	1745171	+	495	325	471	322	240	288
ENSG00000153944	MSI2	protein_coding	RNA-binding protein Musashi homolog 2	chr17	57255851	57684689	+	441	543	305	393	404	224
ENSG00000290770	MFSD14CP	lncRNA	Major facilitator superfamily domain-containing 14C pseudogene	chr9	96887373	97013708	-	318	445	269	430	431	238
ENSG00000221983	UBA52	protein_coding	Ubiquitin-ribosomal protein eL40 fusion protein	chr19	18571730	18577550	+	440	412	475	445	415	584
ENSG00000290808	ENSG00000290808	lncRNA		chr13	110965704	110990579	+	6	0	0	0	1	0
ENSG00000145916	RMND5B	protein_coding	E3 ubiquitin-protein transferase RMND5B	chr5	178130996	178150568	+	220	171	236	221	189	397
ENSG00000257037	RARS1P1	processed_pseudogene		chr12	27496937	27498589	+	1	3	2	0	0	0
ENSG00000254422	ENSG00000254422	lncRNA		chr11	102229851	102230922	-	1	3	1	2	2	1
ENSG00000189108	IL1RAPL2	protein_coding	X-linked interleukin-1 receptor accessory protein-like 2	chrX	104566199	105767829	+	2	1	2	1	0	0
ENSG00000226703	NPM1P4	processed_pseudogene		chr13	27696393	27697204	-	7	2	1	1	1	0
ENSG00000282100	HSP90AB4P	processed_pseudogene	Putative heat shock protein HSP 90-beta 4	chr15	58691106	58693125	-	90	118	62	103	118	42
ENSG00000163319	MRPS18C	protein_coding	Small ribosomal subunit protein bS18m	chr4	83455932	83469735	+	70	90	79	94	112	44
ENSG00000265535	RN7SL475P	misc_RNA		chr1	59974757	59975054	-	0	3	0	0	0	1
ENSG00000226085	UQCRFS1P1	processed_pseudogene	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	chr22	39875289	39876108	+	3	0	4	2	2	3
ENSG00000286488	ENSG00000286488	lncRNA		chr15	81315806	81321258	+	13	27	8	18	11	12
ENSG00000280649	ENSG00000280649	TEC		chr1	148458814	148459871	+	3	2	10	3	3	7
ENSG00000025770	NCAPH2	protein_coding	Condensin-2 complex subunit H2	chr22	50508224	50524780	+	249	163	349	216	184	354
ENSG00000018699	TTC27	protein_coding	Tetratricopeptide repeat protein 27	chr2	32628032	32821051	+	190	200	139	187	185	104
ENSG00000272931	LRRC8D-DT	lncRNA		chr1	89820174	89820868	-	5	4	1	3	7	3
ENSG00000034713	GABARAPL2	protein_coding	Gamma-aminobutyric acid receptor-associated protein-like 2	chr16	75566375	75577881	+	219	195	269	221	271	316
ENSG00000214049	UCA1	lncRNA	UCA1 protein	chr19	15828206	15836328	+	22	4	10	11	5	15
ENSG00000272407	ENSG00000272407	transcribed_processed_pseudogene		chr20	41196647	41196938	-	2	5	2	4	5	4
ENSG00000103199	ZNF500	protein_coding	Zinc finger protein 500	chr16	4748239	4767624	-	92	83	118	108	112	237
ENSG00000240505	TNFRSF13B	protein_coding	Tumor necrosis factor receptor superfamily member 13B	chr17	16929816	16972118	-	18	15	29	10	28	12
ENSG00000249850	KRT18P31	processed_pseudogene		chr5	36885206	36886497	+	79	77	93	62	80	70
ENSG00000174891	RSRC1	protein_coding	Serine/Arginine-related protein 53	chr3	158105855	158545730	+	267	310	183	264	354	100
ENSG00000006652	IFRD1	protein_coding	Interferon-related developmental regulator 1	chr7	112422887	112481017	+	75	84	46	78	116	35
ENSG00000162735	PEX19	protein_coding	Peroxisomal biogenesis factor 19	chr1	160276807	160286348	-	201	189	236	183	170	205
ENSG00000232081	LARGE-IT1	lncRNA		chr22	33723832	33724912	-	2	1	1	2	1	3
ENSG00000254469	XNDC1N	protein_coding	Protein XNDC1N	chr11	71865504	71928654	-	56	79	34	78	85	7
ENSG00000176142	TMEM39A	protein_coding	Transmembrane protein 39A	chr3	119428949	119468830	-	286	321	346	262	308	390
ENSG00000213983	AP1G2	protein_coding	AP-1 complex subunit gamma-like 2	chr14	23559565	23568070	-	289	230	379	203	211	548
ENSG00000198934	MAGEE1	protein_coding	Melanoma-associated antigen D4	chrX	76427710	76431342	+	46	43	60	67	53	55
ENSG00000159692	CTBP1	protein_coding	C-terminal-binding protein 1	chr4	1211445	1250333	-	659	570	820	679	588	1061
ENSG00000268869	ESPNP	transcribed_unprocessed_pseudogene		chr1	16692280	16720157	-	5	9	7	1	0	0
ENSG00000251535	ENSG00000251535	processed_pseudogene		chr4	336258	336786	-	5	9	10	9	7	20
ENSG00000102854	MSLN	protein_coding	Mesothelin	chr16	760734	768865	+	132	102	169	78	64	151
ENSG00000123407	HOXC12	protein_coding	Homeobox protein Hox-C12	chr12	53954903	53958956	+	0	0	0	4	0	1
ENSG00000265477	ENSG00000265477	lncRNA		chr18	423744	424416	-	12	21	13	28	34	22
ENSG00000261324	ENSG00000261324	lncRNA		chr12	14762504	14767931	-	52	56	13	59	55	16
ENSG00000145725	PPIP5K2	protein_coding	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	chr5	103120149	103212799	+	226	400	115	230	323	70
ENSG00000238959	RNU7-19P	snRNA		chr3	73027808	73027873	+	3	8	0	4	9	1
ENSG00000234645	YWHAEP5	processed_pseudogene		chr2	138288029	138288793	-	5	8	2	3	7	0
ENSG00000280120	ENSG00000280120	TEC		chr12	123152324	123153377	-	7	5	5	3	5	1
ENSG00000168958	MFF	protein_coding	Mitochondrial fission factor	chr2	227325151	227357833	+	219	248	191	282	298	191
ENSG00000242525	OR7E100P	unprocessed_pseudogene		chr3	112524187	112525201	-	3	2	4	1	2	3
ENSG00000269019	HOMER3-AS1	lncRNA		chr19	18940235	18947452	+	6	9	10	18	13	39
ENSG00000182795	C1orf116	protein_coding	Specifically androgen-regulated gene protein	chr1	207018522	207032756	-	869	691	1079	1230	1144	1719
ENSG00000228862	ENSG00000228862	lncRNA		chr8	60629662	60653561	-	1	1	2	2	2	3
ENSG00000136247	ZDHHC4	protein_coding	Palmitoyltransferase ZDHHC4	chr7	6577434	6589374	+	118	104	135	142	127	209
ENSG00000112893	MAN2A1	protein_coding	Alpha-mannosidase 2	chr5	109689927	109869625	+	584	502	382	505	563	249
ENSG00000141338	ABCA8	protein_coding	ABC-type organic anion transporter ABCA8	chr17	68867289	68955392	-	57	236	69	328	348	98
ENSG00000118985	ELL2	protein_coding	RNA polymerase II elongation factor ELL2	chr5	95885098	95961851	-	546	705	512	551	681	369
ENSG00000160310	PRMT2	protein_coding	Protein arginine N-methyltransferase 2	chr21	46635595	46665124	+	446	497	475	432	464	430
ENSG00000290925	LRRC37A11P	lncRNA		chr17	39029906	39053215	+	1	0	2	0	2	0
ENSG00000241947	HNRNPA1P24	processed_pseudogene		chr3	149999645	150000690	+	2	3	0	0	0	1
ENSG00000287104	ENSG00000287104	lncRNA		chr4	6985913	6987052	-	9	8	8	14	12	13
ENSG00000110442	COMMD9	protein_coding	COMM domain-containing protein 9	chr11	36269284	36289449	-	167	165	190	173	155	184
ENSG00000071991	CDH19	protein_coding	Cadherin-19	chr18	66501083	66604138	-	4	8	0	3	11	0
ENSG00000146872	TLK2	protein_coding	Serine/threonine-protein kinase tousled-like 2	chr17	62458658	62615481	+	304	370	227	341	377	152
ENSG00000226686	LINC01535	lncRNA		chr19	37251867	37265547	+	4	13	6	4	6	4
ENSG00000124766	SOX4	protein_coding	Transcription factor SOX-4	chr6	21593751	21598619	+	946	1042	1239	908	992	1297
ENSG00000201415	RNA5SP204	rRNA_pseudogene		chr6	17721786	17721903	-	3	1	2	1	1	1
ENSG00000273664	ENSG00000273664	lncRNA		chr18	59700523	59700946	+	2	6	0	1	1	0
ENSG00000236095	ENSG00000236095	lncRNA		chr9	94900429	94904754	+	2	9	0	5	2	0
ENSG00000185988	PLK5	protein_coding	Inactive serine/threonine-protein kinase PLK5	chr19	1508023	1536046	+	2	1	4	0	0	1
ENSG00000231993	EP300-AS1	lncRNA		chr22	41174591	41197508	-	5	7	1	3	3	7
ENSG00000164512	ANKRD55	protein_coding	Ankyrin repeat domain-containing protein 55	chr5	56099680	56233330	-	3	2	2	0	2	1
ENSG00000198523	PLN	protein_coding	Cardiac phospholamban	chr6	118548296	118561716	+	1	5	0	2	3	1
ENSG00000135763	URB2	protein_coding	Unhealthy ribosome biogenesis protein 2 homolog	chr1	229626247	229660200	+	292	162	274	205	152	304
ENSG00000243905	RN7SL679P	misc_RNA		chr1	26593243	26593546	-	2	0	4	0	1	9
ENSG00000092295	TGM1	protein_coding	Protein-glutamine gamma-glutamyltransferase K	chr14	24249114	24264432	-	75	74	131	47	61	70
ENSG00000164168	TMEM184C	protein_coding	Transmembrane protein 184C	chr4	147617386	147672044	+	186	227	156	211	239	121
ENSG00000231177	LINC00852	lncRNA		chr3	10284419	10285746	+	29	27	29	25	26	27
ENSG00000087365	SF3B2	protein_coding	Splicing factor 3B subunit 2	chr11	66050729	66069308	+	1279	1141	1624	1235	1232	1597
ENSG00000117228	GBP1	protein_coding	Guanylate-binding protein 1	chr1	89051882	89065360	-	251	235	172	181	194	71
ENSG00000090530	P3H2	protein_coding	Prolyl 3-hydroxylase 2	chr3	189956728	190122437	-	387	157	397	326	330	331
ENSG00000157741	UBN2	protein_coding	Ubinuclein-2	chr7	139230356	139308236	+	521	655	397	687	803	454
ENSG00000250222	TRIM7-AS2	lncRNA		chr5	181191856	181194434	+	1	9	4	3	4	7
ENSG00000233621	ZC3H12A-DT	lncRNA		chr1	37350934	37474432	-	34	43	41	43	46	42
ENSG00000201155	RNU1-24P	snRNA		chr13	101778884	101779048	-	3	5	1	1	2	3
ENSG00000129219	PLD2	protein_coding	Phospholipase D2	chr17	4807152	4823434	+	230	227	346	224	188	416
ENSG00000226835	ARHGAP29-AS1	lncRNA		chr1	94247819	94411036	+	1	1	2	1	0	0
ENSG00000186710	CFAP73	protein_coding	Cilia- and flagella-associated protein 73	chr12	113149724	113159276	+	38	47	40	19	16	30
ENSG00000119138	KLF9	protein_coding	Krueppel-like factor 9	chr9	70384604	70414657	-	372	509	446	527	596	731
ENSG00000196564	BLOC1S6P1	processed_pseudogene		chrX	18838709	18839452	-	0	0	1	1	4	0
ENSG00000131375	CAPN7	protein_coding	Calpain-7	chr3	15206152	15252916	+	231	294	138	303	368	156
ENSG00000105792	CFAP69	protein_coding	Cilia- and flagella-associated protein 69	chr7	90245174	90311063	+	69	149	59	50	83	24
ENSG00000149418	ST14	protein_coding	Suppressor of tumorigenicity 14 protein	chr11	130159782	130210362	+	851	622	1025	485	419	867
ENSG00000128581	IFT22	protein_coding	Intraflagellar transport protein 22 homolog	chr7	101310914	101321823	-	142	192	179	143	139	117
ENSG00000176054	RPL23P2	processed_pseudogene		chr21	28997613	28998033	-	3	1	2	3	4	0
ENSG00000172020	GAP43	protein_coding	Neuromodulin	chr3	115623510	115721490	+	13	12	23	7	3	0
ENSG00000291188	ENSG00000291188	lncRNA		chr16	29114717	29217860	+	36	35	32	25	29	43
ENSG00000104343	UBE2W	protein_coding	Ubiquitin-conjugating enzyme E2 W	chr8	73780097	73878910	-	98	166	67	99	131	36
ENSG00000164754	RAD21	protein_coding	Double-strand-break repair protein rad21 homolog	chr8	116845934	116874776	-	813	883	655	932	1074	572
ENSG00000165983	PTER	protein_coding	Phosphotriesterase-related protein	chr10	16436943	16513745	+	180	166	113	151	179	79
ENSG00000259431	THTPA	protein_coding	Thiamine-triphosphatase	chr14	23555988	23560271	+	70	47	83	78	63	141
ENSG00000267379	ENSG00000267379	lncRNA		chr19	14402717	14408723	-	4	1	2	1	0	4
ENSG00000278108	MIR6757	miRNA		chr12	53056944	53057012	+	1	1	1	1	1	4
ENSG00000267254	ZNF790-AS1	lncRNA		chr19	36797501	36831596	+	38	41	24	29	41	9
ENSG00000285722	ENSG00000285722	lncRNA		chr22	49372924	49377119	+	14	1	5	0	0	0
ENSG00000069956	MAPK6	protein_coding	Mitogen-activated protein kinase 6	chr15	51952106	52067375	+	447	548	351	457	516	234
ENSG00000145592	RPL37	protein_coding	Large ribosomal subunit protein eL37	chr5	40825262	40835222	-	457	508	398	580	676	396
ENSG00000151364	KCTD14	protein_coding	BTB/POZ domain-containing protein KCTD14	chr11	78015715	78046191	-	43	41	47	57	62	40
ENSG00000253931	LINC02990	lncRNA		chr8	143412749	143417054	+	2	0	1	2	2	3
ENSG00000207067	SNORA72	snoRNA		chr8	98042086	98042217	-	3	2	5	3	4	9
ENSG00000184163	C1QTNF12	protein_coding	Adipolin	chr1	1242446	1246722	-	3	2	0	1	2	7
ENSG00000187821	HELT	protein_coding	Hairy and enhancer of split-related protein HELT	chr4	185018490	185020953	+	0	0	1	3	0	0
ENSG00000114982	KANSL3	protein_coding	KAT8 regulatory NSL complex subunit 3	chr2	96593170	96642787	-	647	598	689	666	641	1079
ENSG00000204439	C6orf47	protein_coding	Uncharacterized protein C6orf47	chr6	31658298	31660778	-	186	126	214	193	159	312
ENSG00000215319	EIF5P1	processed_pseudogene		chrX	9818239	9819469	-	5	5	2	1	2	1
ENSG00000227372	TP73-AS1	transcribed_unitary_pseudogene		chr1	3735511	3747373	-	182	151	201	157	150	291
ENSG00000116212	LRRC42	protein_coding	Leucine-rich repeat-containing protein 42	chr1	53946085	53968168	+	159	126	165	169	157	168
ENSG00000224865	ENSG00000224865	lncRNA		chr7	131897289	131948953	+	1	2	0	2	2	0
ENSG00000187045	TMPRSS6	protein_coding	Transmembrane protease serine 6	chr22	37065436	37109713	-	5	0	16	4	3	5
ENSG00000254910	ENSG00000254910	lncRNA		chr11	310139	311141	-	2	1	2	0	3	0
ENSG00000237442	HNRNPA1P57	transcribed_processed_pseudogene		chr2	41143780	41157555	+	2	3	1	2	3	0
ENSG00000185607	ACTBP7	processed_pseudogene		chr15	43989061	43990184	-	9	4	7	6	6	18
ENSG00000176887	SOX11	protein_coding	Transcription factor SOX-11	chr2	5692384	5701385	+	24	15	26	7	2	1
ENSG00000197124	ZNF682	protein_coding	Zinc finger protein 682	chr19	19997058	20039505	-	35	22	20	31	32	15
ENSG00000235316	DUSP8P5	processed_pseudogene		chr10	73731824	73733638	+	37	36	34	26	28	43
ENSG00000279536	ENSG00000279536	TEC		chr7	149881477	149882105	+	3	1	4	1	2	0
ENSG00000183971	NPW	protein_coding	Neuropeptide W	chr16	2009926	2020755	+	0	1	2	1	1	1
ENSG00000263841	RN7SL44P	misc_RNA		chr1	153500463	153500764	-	2	1	2	2	2	7
ENSG00000247137	ANKRD42-DT	lncRNA		chr11	83184491	83193794	-	66	132	52	144	134	46
ENSG00000289968	ENSG00000289968	lncRNA		chr14	23199096	23207325	-	0	1	1	0	2	3
ENSG00000127054	INTS11	protein_coding	Integrator complex subunit 11	chr1	1311585	1324687	-	426	356	526	366	330	703
ENSG00000273271	ENSG00000273271	lncRNA		chr21	31666728	31667247	-	1	0	0	1	2	1
ENSG00000261187	ENSG00000261187	lncRNA		chr15	72465128	72466262	-	3	6	2	6	1	0
ENSG00000201772	SNORA5C	snoRNA		chr7	45104906	45105042	-	17	11	18	13	14	32
ENSG00000177173	NAP1L4P1	processed_pseudogene		chr1	116532936	116534092	-	59	59	28	43	48	12
ENSG00000280474	ENSG00000280474	lncRNA		chr9	128595893	128596633	+	1	5	0	3	2	1
ENSG00000222255	RNU6-101P	snRNA		chr12	101765406	101765509	-	1	2	0	3	2	1
ENSG00000101213	PTK6	protein_coding	Protein-tyrosine kinase 6	chr20	63528001	63537376	-	68	61	78	47	39	62
ENSG00000283468	MIR4454	miRNA		chr4	163093574	163093628	-	3	2	6	3	2	7
ENSG00000123358	NR4A1	protein_coding	Nuclear receptor subfamily 4immunitygroup A member 1	chr12	52022832	52059507	+	188	143	209	180	213	661
ENSG00000160229	ZNF66	protein_coding	Putative zinc finger protein 66	chr19	20776304	20809995	+	36	38	35	38	37	23
ENSG00000239783	ENSG00000239783	processed_pseudogene		chr20	47071865	47072236	+	2	3	1	2	0	0
ENSG00000235848	RMDN2-AS1	lncRNA		chr2	37949911	38067041	-	3	2	0	2	2	0
ENSG00000134874	DZIP1	protein_coding	Cilium assembly protein DZIP1	chr13	95578202	95644706	-	146	266	139	210	183	92
ENSG00000177736	FXNP2	processed_pseudogene		chr9	124968294	124968840	-	3	1	0	4	4	1
ENSG00000257660	ADCY6-DT	lncRNA		chr12	48789147	48790535	+	0	1	0	1	2	1
ENSG00000111358	GTF2H3	protein_coding	General transcription factor IIH subunit 3	chr12	123633739	123662604	+	101	101	94	81	83	50
ENSG00000175279	CENPS	protein_coding	Centromere protein S	chr1	10430433	10442808	+	3	5	0	1	1	0
ENSG00000254519	ENSG00000254519	lncRNA		chr11	45722279	45748029	+	0	0	2	1	0	0
ENSG00000076108	BAZ2A	protein_coding	Bromodomain adjacent to zinc finger domain protein 2A	chr12	56595596	56636816	-	1479	1284	1849	1469	1385	2401
ENSG00000170689	HOXB9	protein_coding	Homeobox protein Hox-B9	chr17	48621156	48626358	-	3	1	1	2	0	0
ENSG00000155530	LRGUK	protein_coding	Leucine-rich repeat and guanylate kinase domain-containing protein	chr7	134127299	134264595	+	32	82	25	36	33	20
ENSG00000227741	ENSG00000227741	lncRNA		chr1	160202199	160208869	-	4	5	7	2	3	5
ENSG00000104671	DCTN6	protein_coding	Dynactin subunit 6	chr8	30156319	30183639	+	26	22	20	19	27	7
ENSG00000092051	JPH4	protein_coding	Junctophilin-4	chr14	23568038	23578790	-	29	17	25	10	11	15
ENSG00000175354	PTPN2	protein_coding	Tyrosine-protein phosphatase non-receptor type 2	chr18	12785478	12929643	-	281	337	202	294	358	151
ENSG00000173611	SCAI	protein_coding	Protein SCAI	chr9	124942608	125143528	-	85	123	52	194	275	54
ENSG00000083099	LYRM2	protein_coding	LYR motif-containing protein 2	chr6	89568144	89638749	-	110	131	93	109	131	94
ENSG00000211666	IGLV2-14	IG_V_gene	Immunoglobulin lambda variable 2-14	chr22	22758700	22759218	+	14	7	17	26	30	43
ENSG00000071909	MYO3B	protein_coding	Myosin-IIIb	chr2	170178145	170655171	+	7	16	10	3	0	1
